Model,RMSE,MAE,Precision@10,Recall@10,NDCG@10,Training Time
Collaborative Filtering (SVD),2.541212189016009,1.9974164744289946,0.07755934378148509,1.0,0.7534090729200217,~2-3 min (CPU)
